Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Total_Injuries
20170710X52551,Accident,NYC79AA106,1979-09-17,"BOSTON, MA",United States,42.445277,-70.758333,,,Fatal,Substantial,Airplane,CF-TLU,Mcdonnell Douglas,DC9,No,2.0,Turbo Fan,Part 129: Foreign,SCHD,,Air Canada,0,0,1,44,VMC,Climb,Probable Cause,19-09-2017,1
20020909X01562,Accident,SEA82DA022,1982-01-01,"PULLMAN, WA",United States,,,,BLACKBURN AG STRIP,Fatal,Substantial,Airplane,N2482N,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,01-01-1982,0
20020909X01561,Accident,NYC82DA015,1982-01-01,"EAST HANOVER, NJ",United States,,,N58,HANOVER,Fatal,Substantial,Airplane,N7967Q,Cessna,401B,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,IMC,Landing,Probable Cause,01-01-1982,0
20020917X02148,Accident,FTW82FRJ07,1982-01-02,"HOMER, LA",United States,,,,,Fatal,Destroyed,Airplane,N14779,Bellanca,17-30A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,IMC,Cruise,Probable Cause,02-01-1983,1
20020917X02134,Accident,FTW82FRA14,1982-01-02,"HEARNE, TX",United States,,,T72,HEARNE MUNICIPAL,Fatal,Destroyed,Airplane,N758SK,Cessna,R172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Takeoff,Probable Cause,02-01-1983,1
20020917X02119,Accident,FTW82FPJ10,1982-01-02,"CHICKASHA, OK",United States,,,,,Fatal,Destroyed,Airplane,N4876K,Navion,A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,02-01-1983,1
20020917X02117,Accident,FTW82FPG08,1982-01-02,"LITTLE ROCK, AR",United States,,,,,Fatal,Destroyed,Airplane,N9779L,Beech,19,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,Cruise,Probable Cause,02-01-1983,2
20020917X01656,Accident,ANC82FAG14,1982-01-02,"SKWENTA, AK",United States,,,,,Fatal,Destroyed,Airplane,N7641A,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,VMC,Unknown,Probable Cause,02-01-1983,3
20020917X02481,Accident,NYC82DA016,1982-01-02,"GALETON, PA",United States,,,5G6,CHERRY SPRINGS,Fatal,Substantial,Airplane,N25084,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Taxi,Probable Cause,02-01-1983,0
20020917X01894,Accident,CHI82FEC08,1982-01-02,"YPSILANTI, MI",United States,,,YIP,WILLOW RUN,Fatal,Substantial,Airplane,N68812,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,02-01-1983,0
20020917X01776,Accident,CHI82DA020,1982-01-02,"CHARLOTTE, MI",United States,,,49G,TINKERBELL,Fatal,Substantial,Airplane,N1549Q,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,02-01-1983,0
20020917X02333,Incident,LAX82IA034,1982-01-03,"VAN NUYS, CA",United States,,,VNY,VAN NUYS,Incident,Minor,Airplane,N5018P,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,03-01-1983,0
20020917X02255,Accident,LAX82FA040,1982-01-03,"10 NM W LEE VIN, CA",United States,,,,,Fatal,Destroyed,Airplane,N28912,Grumman,AA-5B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2,1,0,0,IMC,Descent,Probable Cause,03-01-1983,3
20020917X01905,Accident,DCA82AA008,1982-01-03,"ASHLAND, VA",United States,,,,HANOVER COUNTY,Fatal,Destroyed,Airplane,N2620L,Cessna,414A,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,8,0,0,0,IMC,Approach,Probable Cause,03-01-1983,8
20020917X01720,Accident,ATL82FA033,1982-01-03,"PINEHURST, NC",United States,,,SOP,MOORE COUNTY,Fatal,Destroyed,Airplane,N10VS,Beechcraft,BE-58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Approach,Probable Cause,03-01-1983,1
20020917X02483,Accident,NYC82DA018,1982-01-03,"WHITE PLAINS, NY",United States,,,HPN,WESTCHESTER COUNTY,Fatal,Substantial,Airplane,N7125D,Maule,M-5-235C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,03-01-1983,0
20020917X02340,Accident,MIA82DA030,1982-01-03,"COCOA, FL",United States,,,,,Fatal,Substantial,Airplane,N94252,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,1,VMC,Descent,Probable Cause,03-01-1983,1
20020917X02155,Accident,LAX82DA035,1982-01-03,"SAN CLEMENTINE, CA",United States,,,,,Fatal,Substantial,Airplane,N8630V,Bellanca,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,0,VMC,Maneuvering,Probable Cause,03-01-1983,2
20020917X01992,Accident,FTW82DA036,1982-01-03,"FORT WORTH, TX",United States,,,,OAK GROVE,Fatal,Substantial,Airplane,N71054,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,0,VMC,Approach,Probable Cause,03-01-1983,2
20020917X01960,Accident,DEN82DTI09,1982-01-03,"GREENOUGH, MT",United States,,,,,Fatal,Substantial,Airplane,N23069,Air Tractor,AT-301,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0,0,0,1,VMC,Takeoff,Probable Cause,03-01-1983,0
20020917X02618,Accident,SEA82FA015,1982-01-04,"PLEASANT HILL, OR",United States,,,,,Fatal,Destroyed,Airplane,N8265A,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,VMC,Cruise,Probable Cause,04-01-1983,4
20020917X02254,Accident,LAX82FA038,1982-01-04,"NEAR LAS VEGAS, NV",United States,,,,,Fatal,Destroyed,Airplane,N1956H,Piper,PA-34-200T,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Lang Air Service,2,0,0,0,VMC,Cruise,Probable Cause,04-01-1983,2
20020917X01880,Accident,CHI82FA019,1982-01-04,"FORT WAYNE, IN",United States,,,,,Fatal,Destroyed,Airplane,N2CU,Cessna,T337G,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2,2,0,0,IMC,Cruise,Probable Cause,04-01-1983,4
20020917X01991,Accident,FTW82DA035,1982-01-04,"ESTANCIA, NM",United States,,,E92,ESTANCIA MUNICIPAL,Fatal,Substantial,Airplane,N32335,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,0,VMC,Cruise,Probable Cause,04-01-1983,2
20020917X02410,Accident,MIA82FKA05,1982-01-04,SAINT CROIX,,,,STX,ALEXANDER HAMILTON,Fatal,Destroyed,Airplane,N5151U,Cessna,206,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,1,0,1,0,VMC,Taxi,Probable Cause,04-01-1983,2
20020917X02304,Accident,LAX82FUM06,1982-01-05,"RAMONA, CA",United States,,,L39,RAMONA,Fatal,Destroyed,Airplane,N4520K,Navion,A,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,3,0,0,0,IMC,Cruise,Probable Cause,05-01-1983,3
20020917X02253,Accident,LAX82FA036,1982-01-05,"BLACK CANYON CI, AZ",United States,,,,,Fatal,Destroyed,Airplane,N4696Z,Piper,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,05-01-1983,1
20020917X01906,Accident,DCA82AA009,1982-01-05,"ITHACA, NY",United States,,,,TOMPKINS COUNTY,Fatal,Destroyed,Airplane,N546BA,Piper,PA-31,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Empire Airlines,2,0,0,0,VMC,Approach,Probable Cause,05-01-1983,2
20020917X01764,Incident,ATL82IA029,1982-01-05,"PENSACOLA, FL",United States,,,,,Incident,Minor,Airplane,N5782N,Rockwell,114,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Cruise,Probable Cause,05-01-1983,0
20020917X01993,Accident,FTW82DA037,1982-01-05,"LONOKE, AR",United States,,,,,Fatal,Substantial,Airplane,N5304P,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,1,0,1,VMC,Descent,Probable Cause,05-01-1983,1
20020917X01658,Accident,ATL82DA028,1982-01-05,"GASTONIA, NC",United States,,,0A6,,Fatal,Substantial,Airplane,N2139T,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0,0,0,1,VMC,Cruise,Probable Cause,05-01-1983,0
20020917X02156,Accident,LAX82DA037,1982-01-05,"SPRINGERVILLE, AZ",United States,,,Q35,SPRINGERVILLE,Fatal,Substantial,Airplane,N738XP,Cessna,TR182,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Joel Frederick's Monarch Air,0,0,0,1,VMC,Taxi,Probable Cause,05-01-1983,0
20020917X01651,Accident,ANC82FA012,1982-01-05,"BETHEL, AK",United States,,,BET,BETHEL,Fatal,Substantial,Airplane,N3343S,Cessna,A185F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Executive Charter Service,0,2,0,0,VMC,Takeoff,Probable Cause,05-01-1983,2
20020917X01913,Accident,DEN82DA015,1982-01-06,"JACKSON, WY",United States,,,,JACKSON HOLE,Fatal,Substantial,Airplane,N8070Q,Beech,35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Climb,Probable Cause,06-01-1983,0
20020917X01777,Accident,CHI82DA021,1982-01-06,"PAXTON, IL",United States,,,1C1,PAXTON MUNICIPAL,Fatal,Substantial,Airplane,N4900L,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Approach,Probable Cause,06-01-1983,0
20020917X01757,Accident,ATL82FLG08,1982-01-06,"HILTON HEAD, SC",United States,,,,,Fatal,Substantial,Airplane,N201NH,Mooney,M-20J,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,VMC,Takeoff,Probable Cause,06-01-1983,0
20020917X02242,Accident,LAX82DVA10,1982-01-06,"NEAR BAKERSFIEL, CA",United States,,,,,Fatal,Substantial,Airplane,N59737,Boeing,A75,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,1,0,1,IMC,Cruise,Probable Cause,06-01-1983,1
20020917X01964,Accident,DEN82FA016,1982-01-07,"HELENA, MT",United States,,,,,Fatal,Destroyed,Airplane,N9763X,Cessna,210,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Robert R. Hylton,2,0,0,0,VMC,Cruise,Probable Cause,07-01-1983,2
20020917X01659,Accident,ATL82DA031,1982-01-07,"WESTMINISTER, MD",United States,,,2W2,CLEARVIEW,Fatal,Substantial,Airplane,N117P,Beech,V35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,07-01-1983,0
20020917X02141,Accident,FTW82FRG20,1982-01-07,"LAREDO, TX",United States,,,LRD,LAREDO INTL,Fatal,Substantial,Airplane,N1698M,Curtis,C46,No,2.0,Reciprocating,"Part 125: 20+ Pax,6000+ lbs",NSCH,Unknown,,0,0,0,3,VMC,Standing,Probable Cause,07-01-1983,0
20020917X02414,Accident,MIA82FLD14,1982-01-08,"ODESSA, FL",United States,,,X41,W. PASCO,Fatal,Destroyed,Airplane,N80264,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Approach,Probable Cause,08-01-1983,1
20020917X01881,Accident,CHI82FA024,1982-01-08,"NEW PHILADELPHI, OH",United States,,,PHO,HARRY CLEVER FIELD,Fatal,Destroyed,Airplane,N207CB,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,1,0,0,VMC,Approach,Probable Cause,08-01-1983,2
20020917X02574,Accident,SEA82DA016,1982-01-08,"PULLMAN, WA",United States,,,PUW,PULLMAN-MOSCOW REGIONAL,Fatal,Substantial,Airplane,N6106U,Cessna,TU206G,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Landing,Probable Cause,08-01-1983,0
20020917X02484,Accident,NYC82DA019,1982-01-08,"CUTCHOGUE, NY",United States,,,,,Fatal,Substantial,Airplane,N46681,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,08-01-1983,0
20020917X02431,Accident,MKC82DA026,1982-01-08,"LIBERTY, MO",United States,,,,MITHELL,Fatal,Substantial,Airplane,N7618P,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,08-01-1983,0
20020917X01779,Accident,CHI82DA023,1982-01-08,"PEORIA, IL",United States,,,3MY,MOUNT HAWLEY,Fatal,Substantial,Airplane,N6265P,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,08-01-1983,0
20020917X01778,Accident,CHI82DA022,1982-01-08,"SANDUSKY, OH",United States,,,SKY,GRIFFING-SANDUSKY,Fatal,Substantial,Airplane,N737LH,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,08-01-1983,0
20020917X01717,Accident,ATL82DLG09,1982-01-08,"GRANTITEVILLE, SC",United States,,,SC42,TWIN LAKES,Fatal,Substantial,Airplane,N25225,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,08-01-1983,0
20020917X02246,Accident,LAX82DVG12,1982-01-09,"NAPA, CA",United States,,,,NAPA,Fatal,Substantial,Airplane,N731NZ,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,3,VMC,Landing,Probable Cause,09-01-1983,1
20020917X01995,Accident,FTW82DA039,1982-01-09,"FRUIT VALE, TX",United States,,,,PRIVATE STRIP,Fatal,Substantial,Airplane,N7355A,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,09-01-1983,0
20020917X01994,Accident,FTW82DA038,1982-01-09,"TOMBALL, TX",United States,,,DWH,DAVID WAYNE HOOKS,Fatal,Substantial,Airplane,N55489,Piper,PA-34,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Taxi,Probable Cause,09-01-1983,0
20020917X02283,Accident,LAX82FJA03,1982-01-09,"MOKULEIA, HI",United States,,,,DILLINGHAM,Fatal,Substantial,Airplane,N5639V,Cessna,305 (L-19),No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,09-01-1983,0
20020917X01981,Accident,DEN82FTE15,1982-01-09,"STEAMBOAT SPRIN, CO",United States,,,SBS,ROUTT CITY,Fatal,Substantial,Airplane,N2195G,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,1,VMC,Approach,Probable Cause,09-01-1983,0
20020917X02341,Accident,MIA82DA032,1982-01-10,"OKEECHOBEE, FL",United States,,,,LOWERY DAVIS,Fatal,Destroyed,Airplane,N567V,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,2,0,0,UNK,Approach,Probable Cause,10-01-1983,2
20020917X02158,Accident,LAX82DA041,1982-01-10,"BULLHEAD CITY, AZ",United States,,,P06,BULLHEAD CITY,Fatal,Destroyed,Airplane,N2753J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,10-01-1983,0
20020917X01882,Accident,CHI82FA025,1982-01-10,"WHEELING, IL",United States,,,PWK,PALWAUKEE,Fatal,Destroyed,Airplane,N6995Y,Piper,23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,IMC,Takeoff,Probable Cause,10-01-1983,0
20020917X01719,Accident,ATL82FA032,1982-01-10,"HENDERSON, NC",United States,,,,,Fatal,Destroyed,Airplane,N3688N,Mooney,M20G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,1,0,0,VMC,Cruise,Probable Cause,10-01-1983,2
20020917X02305,Accident,LAX82FUQ07,1982-01-10,"MOJAVE, CA",United States,,,,,Fatal,Substantial,Airplane,N2644Q,Cessna,TU206F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,4,0,VMC,Landing,Probable Cause,10-01-1983,4
20020917X01623,Accident,ANC82DA013,1982-01-10,"QUINHAGAK, AK",United States,,,,,Fatal,Substantial,Airplane,N756YN,Cessna,U206,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Tri-city Air Service,0,0,3,0,VMC,Cruise,Probable Cause,10-01-1983,3
20020917X01985,Accident,DEN82FTI10,1982-01-11,"NEAR BOZEMAN, MT",United States,,,,,Fatal,Destroyed,Airplane,N7273J,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,1,1,0,VMC,Cruise,Probable Cause,11-01-1983,2
20020917X01965,Accident,DEN82FA017,1982-01-11,"RIVERTON, WY",United States,,,,RIVERTON REGIONAL,Fatal,Destroyed,Airplane,N6558A,Cessna,210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4,1,1,0,IMC,Takeoff,Probable Cause,11-01-1983,6
20020917X01982,Accident,DEN82FTE16,1982-01-11,"SAQUACHE, CO",United States,,,28V,COCHETOPA,Fatal,Substantial,Airplane,N2332C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,11-01-1983,0
20020917X01715,Accident,ATL82DKJ09,1982-01-11,"AUBURN, AL",United States,,,AVO,AUBURN/OPELIKA,Fatal,Substantial,Airplane,N424VW,Cessna,310L,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,11-01-1983,0
20020917X01897,Incident,CHI82IA026,1982-01-12,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTER'L,Incident,Unknown,Airplane,N31031,Lockheed,L-1011,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Trans World Airlines,0,0,0,149,UNK,Cruise,Probable Cause,12-01-1983,0
20020917X01765,Incident,ATL82IA034,1982-01-12,"CLARKSBURG, WV",United States,,,CKB,BENEDUM,Incident,Minor,Airplane,N615KC,Embraer,EMB-110P1,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Aeromech Incorporated,0,0,0,2,VMC,Taxi,Probable Cause,12-01-1983,0
20020917X01750,Accident,ATL82FKQ09,1982-01-12,"ABERDEEN, MS",United States,,,,,Fatal,Destroyed,Airplane,N7706,Cessna,414,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,3,0,UNK,Descent,Probable Cause,12-01-1983,3
20020917X02111,Accident,FTW82FPA10,1982-01-12,"ADDISON, TX",United States,,,11,ADDISON,Fatal,Substantial,Airplane,N8678M,Beech,P35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,1,IMC,Descent,Probable Cause,12-01-1983,1
20020917X02342,Accident,MIA82DA033,1982-01-13,"MONTICELLO, FL",United States,,,,,Fatal,Destroyed,Airplane,N28607,Grumman,AA5B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Descent,Probable Cause,13-01-1983,0
20020917X02120,Accident,FTW82FPJ11,1982-01-13,"WATONGA, OK",United States,,,,,Fatal,Substantial,Airplane,N47442,Piper,PA-28R-201T,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,13-01-1983,0
20020917X01996,Accident,FTW82DA040,1982-01-13,"HOBBS, NM",United States,,,HOB,LEA COUNTY HOBBS,Fatal,Substantial,Airplane,N2396W,Beech,A23-24,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,13-01-1983,0
20020917X02575,Accident,SEA82DA017,1982-01-13,"SPOKANE, WA",United States,,,,GEIGER FIELD,Fatal,Substantial,Airplane,N36PB,Piper,PA-31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Richard Engstrom,0,0,0,2,IMC,Approach,Probable Cause,13-01-1983,0
20020917X01966,Accident,DEN82FA018,1982-01-15,"28 MI ENE OGDEN, UT",United States,,,,,Fatal,Destroyed,Airplane,N6520Y,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,VMC,Climb,Probable Cause,15-01-1983,3
20020917X02395,Accident,MIA82DKJ03,1982-01-15,"MALONE, FL",United States,,,,TAYLOR FARMS,Fatal,Substantial,Airplane,N5559T,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,15-01-1983,0
20020917X02576,Accident,SEA82DA018,1982-01-15,"SPOKANE, WA",United States,,,SFF,FELTS,Fatal,Substantial,Airplane,N72901,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,1,VMC,Takeoff,Probable Cause,15-01-1983,0
20020917X02538,Accident,NYC82FA021,1982-01-15,"JAMAICA, NY",United States,,,JFK,JOHN F. KENNEDY INT'L,Fatal,Substantial,Airplane,N341PL,Swearingen,SA 226-TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pocono Airlines,0,1,2,12,VMC,Takeoff,Probable Cause,15-01-1983,3
20020917X01780,Accident,CHI82DA027,1982-01-15,"ANOKA, MN",United States,,,ANE,ANOKA COUNTY,Fatal,Substantial,Airplane,N300JR,Beech,C-45H,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,15-01-1983,0
20020917X01625,Accident,ANC82DA015,1982-01-15,"NEAR NUIQSUT, AK",United States,,,,,Fatal,Substantial,Airplane,N1459T,De Havilland,DHC-2-MK3,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Sea Airmotive, Inc.",0,0,0,4,VMC,Landing,Probable Cause,15-01-1983,0
20020917X02487,Accident,NYC82DA023,1982-01-16,"SWANTON, VT",United States,,,1B7,FRANKLIN COUNTY,Fatal,Substantial,Airplane,N704KE,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Go-around,Probable Cause,16-01-1983,0
20020917X02321,Accident,LAX82FVG14,1982-01-17,"DAVIS, CA",United States,,,005,UNIVERSITY,Fatal,Destroyed,Airplane,N63182,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Takeoff,Probable Cause,17-01-1983,1
20020917X02294,Accident,LAX82FUJ24,1982-01-17,"SUNFLOWER, AZ",United States,,,,,Fatal,Destroyed,Airplane,N7383S,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,1,0,VMC,Other,Probable Cause,17-01-1983,1
20020917X02159,Accident,LAX82DA042,1982-01-17,"HONOLULU, HI",United States,,,,HONOLULU INTL,Fatal,Destroyed,Airplane,N21DR,Convair,440,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Island Airlines Hawaii Inc.,0,0,2,1,VMC,Takeoff,Probable Cause,17-01-1983,2
20020917X02142,Accident,FTW82FRG21,1982-01-17,"PORT MANSFIELD, TX",United States,,,T05,PORT MANSFIELD,Fatal,Destroyed,Airplane,N9181Y,Piper,PA-31,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,1,0,0,0,VMC,Approach,Probable Cause,17-01-1983,1
20020917X01967,Accident,DEN82FA020,1982-01-17,"DELTA, UT",United States,,,,,Fatal,Destroyed,Airplane,N91TW,Piper,PA-31T,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0,0,3,0,VMC,Maneuvering,Probable Cause,17-01-1983,3
20020917X01721,Accident,ATL82FA035,1982-01-17,"PICAYUNE, MS",United States,,,PCU,PICAYUNE-PEARL RIVER CNTY,Fatal,Destroyed,Airplane,N654T,Beech,F50,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,2,0,0,0,VMC,Takeoff,Probable Cause,17-01-1983,2
20020917X01624,Accident,ANC82DA014,1982-01-17,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Fatal,Destroyed,Airplane,N63516,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,1,VMC,Takeoff,Probable Cause,17-01-1983,1
20020917X01914,Accident,DEN82DA019,1982-01-17,"CEDAR CITY, UT",United States,,,,SWAINS CREEK,Fatal,Substantial,Airplane,N2600Y,Cessna,180E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,17-01-1983,0
20020917X01645,Accident,ANC82DAG15,1982-01-17,"TULUKSAK, AK",United States,,,,,Fatal,Substantial,Airplane,N3574D,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,17-01-1983,0
20020917X02624,Accident,SEA82FYM08,1982-01-18,"ORCHARDS, WA",United States,,,,CLARK COUNTY,Fatal,Destroyed,Airplane,N2127W,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,2,2,0,VMC,Descent,Probable Cause,18-01-1983,4
20020917X02257,Accident,LAX82FA047,1982-01-18,"DOWNIEVILLE, CA",United States,,,,,Fatal,Destroyed,Airplane,N5295R,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,18-01-1983,1
20020917X01723,Accident,ATL82FA039,1982-01-18,"BLAIRSVILLE, GA",United States,,,,,Fatal,Destroyed,Airplane,N4583J,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,IMC,Cruise,Probable Cause,18-01-1983,3
20020917X01999,Accident,FTW82DA045,1982-01-18,"S.E. OF HOUMA, LA",United States,,,,,Fatal,Substantial,Airplane,N2705K,Cessna,180K,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Takeoff,Probable Cause,18-01-1983,0
20020917X01722,Accident,ATL82FA037,1982-01-18,"MADISON COUNTY, AL",United States,,,HSV,HUNTSVILLE-MADISON COUNTY,Fatal,Substantial,Airplane,N641CH,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,IMC,Approach,Probable Cause,18-01-1983,4
