Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Total_Injuries
20150820X12626,Accident,WPR15FA247,2015-08-20,"Townsend, MT",United States,463919N,1113331W,,,Fatal,Substantial,Airplane,N62731,Cessna,172P,No,1.0,Reciprocating,091,,Personal,,2,0,0,0,VMC,Unknown,"The non-instrument-rated pilot's decision to conduct a cross-country flight over a mountain range in dark night conditions with limited night flight experience, which resulted in a collision with mountainous terrain.",25-09-2020,2
20150903X93747,Accident,GAA15CA249,2015-08-20,"Tucson, AZ",United States,032649N,1105612W,TUS,TUCSON INTL,Fatal,Substantial,Airplane,N944LB,Stinson,L 5E,No,1.0,Reciprocating,091,,Personal,DAVIS WESLEY B.,0,0,0,1,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll, resulting in a runway excursion and a collision with an object.",25-09-2020,0
20150824X93135,Accident,ERA15LA322,2015-08-21,"Danbury, CT",United States,041227N,0732929W,DXR,DANBURY MUNI,Fatal,Substantial,Airplane,N120EA,Aviat,EA500,No,2.0,Turbo Fan,091,,Personal,UF EQUIPMENT LLC,0,3,0,0,VMC,Unknown,"The pilot's failure to attain the proper touchdown point and exceedance of the target touchdown speed, which resulted in a runway overrun.",25-09-2020,3
20150825X00118,Accident,CEN15FA378,2015-08-21,"Martinville, IL",United States,040210N,0088597W,,,Fatal,Substantial,Airplane,N8265B,Cessna,172,No,1.0,Reciprocating,091,,Personal,,1,0,0,0,VMC,Unknown,The non-certificated pilot's failure to maintain clearance from terrain.,25-09-2020,1
20150826X45558,Accident,CEN15LA383,2015-08-21,"Harvey, ND",United States,474715N,0995610W,,,Fatal,Substantial,Airplane,N4652Y,Piper,PA 25-235,No,1.0,Reciprocating,137,,Aerial Application,Jakes Flying Service,0,0,0,1,VMC,Unknown,The partial loss of engine power due to a failed magneto and two cylinders with low compression. Contributing to the accident was the pilot/owners decision to operate the airplane with an ongoing engine issue.,25-09-2020,0
20150910X72335,Accident,GAA15CA254,2015-08-21,"LaBelle, FL",United States,264434N,0812552W,X14,LA BELLE MUNI,Fatal,Substantial,Airplane,N18LP,Piper,PA 18-150,No,1.0,Reciprocating,091,,Personal,LOW & SLOW AVIATION VENTURES LLC,0,0,0,1,VMC,Unknown,"The pilot's selection of unsuitable terrain for landing, which resulted in a nose over and impact with terrain.",25-09-2020,0
20150824X05749,Accident,ERA15LA323,2015-08-22,"Dorado, PR",United States,182612N,0661641W,,,Fatal,Substantial,Airplane,N4057V,Cessna,150,No,1.0,Reciprocating,091,,Personal,,0,0,1,0,VMC,Unknown,"A short circuit of unknown origin, which resulted in electrical arcing in the engine compartment and smoke in the cockpit, which necessitated a precautionary landing to a field.",25-09-2020,1
20150824X30257,Accident,ANC15CA065,2015-08-22,"HOMER, AK",United States,060234N,1523532W,HOM,HOMER,Fatal,Substantial,Airplane,N9588B,Cessna,180,No,1.0,Reciprocating,135,NSCH,,SMITH TIMOTHY E,0,0,0,4,VMC,Unknown,"The pilot's loss of directional control during landing, resulting in a collision with terrain.",25-09-2020,0
20150827X40535,Accident,ERA15CA327,2015-08-22,"Riviera Beach, FL",United States,264815N,0080159W,,,Fatal,Substantial,Airplane,N8952B,Cessna,172,No,1.0,Reciprocating,091,,Personal,Skywalker Aviation,0,0,0,2,VMC,Unknown,"The pilot's failure to apply carburetor heat prior to descending in atmospheric conditions conducive to icing, which resulted in a total loss of power.",25-09-2020,0
20160408X12749,Accident,DCA15WA213,2015-08-22,"Jakarta, Indonesia",Indonesia,,,,,Fatal,Unknown,Airplane,PK-GPO,Airbus,A330,No,,,,,,,0,0,1,199,UNK,Unknown,,25-09-2020,1
20160725X70307,Accident,GAA15CA303,2015-08-22,"Arvin, CA",United States,351033N,1185522W,7CA2,PARADISE LAKES,Fatal,Substantial,Airplane,N553T,Mitsubishi,MU 2B-25,No,2.0,Turbo Prop,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilot's failure to maintain clearance from trees while taxiing into position for takeoff on a narrow private airstrip, resulting in the left wing striking a tree.",25-09-2020,0
20150823X51533,Accident,CEN15FA374,2015-08-23,"El Dorado, AR",United States,331315N,0924848W,ELD,South Arkansas Regional,Fatal,Destroyed,Airplane,N9704Y,Beech,35 B33,No,1.0,Reciprocating,091,,Personal,,1,0,0,0,VMC,Unknown,"The loss of engine power for reasons that could not be determined during postaccident examination of the accident site or based on the available information and the pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle-of-attack after the engine power loss, which led to an aerodynamic stall and loss of control.",25-09-2020,1
20150824X02325,Accident,DCA15CA176,2015-08-23,"Oakland, CA",United States,374318N,1221318W,KOAK,Metro Oakland Airport,Fatal,Unknown,Airplane,N232WN,Boeing,737 7H4,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0,0,0,147,VMC,Unknown,"inadvertent jet blast, resulting in debris striking ground operations personnel.",25-09-2020,0
20150824X42658,Accident,ANC15FA066,2015-08-23,"Kasilof, AK",United States,601820N,1512245W,5KS,KASILOF,Fatal,Substantial,Airplane,N3043E,Cessna,180,No,1.0,Reciprocating,091,,Personal,,2,0,0,0,VMC,Unknown,"The total loss of engine power for reasons that could not be determined based on postaccident examination and testing.
",25-09-2020,2
20150825X33311,Accident,CEN15LA381,2015-08-23,"Pontiac, MI",United States,423956N,0832513W,PTK,Oakland County International,Fatal,Substantial,Airplane,N1406K,Luscombe,8,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,The pilot's failure to maintain airplane control while landing with a left quartering tailwind. Contributing to the accident was the pilot's inability to conduct a go-around because of a loss of engine power due to carburetor icing.,25-09-2020,0
20150825X61602,Accident,CEN15WA380,2015-08-23,"Lac Long, Canada",Canada,,,,,Fatal,Unknown,Airplane,C-FKRJ,De Havilland,DHC-2 MK. I,No,1.0,Reciprocating,,,,,6,0,0,0,UNK,Unknown,,25-09-2020,6
20150826X64508,Accident,GAA15CA237,2015-08-23,"Springfield, OH",United States,395032N,0835019W,SGH,SPRINGFIELD-BECKLEY MUNI,Fatal,Substantial,Airplane,N691SP,Cessna,172,No,1.0,Reciprocating,091,,Instructional,AVIATION SALES INC,0,0,0,1,VMC,Unknown,"The pilot's improper pitch control during landing, which resulted in a hard landing.",25-09-2020,0
20150826X20322,Accident,GAA15CA236,2015-08-24,"Pineville, LA",United States,312052N,0922636W,2L0,PINEVILLE MUNI,Fatal,Substantial,Airplane,N759TZ,Cessna,182Q,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's failure to land with sufficient runway remaining to safely stop the airplane, resulting in a runway over-run and collision with terrain.",25-09-2020,0
20150826X93114,Accident,CEN15LA382,2015-08-25,"Tyler, MN",United States,441730N,0009691W,63Y,Tyler Municipal Airport,Fatal,Substantial,Airplane,N2805Z,Piper,PA 22-160,No,1.0,Reciprocating,091,,Personal,,0,1,2,0,VMC,Unknown,"The student pilot's failure to adequately ensure the carburetor was clear of ice before takeoff, which resulted in a partial loss of engine power during takeoff due to carburetor icing.",25-09-2020,3
20151006X62039,Accident,ERA15LA379,2015-08-25,"Atlanta, GA",United States,003300N,0008400W,CCO,NEWNAN COWETA COUNTY,Fatal,Substantial,Airplane,N87172,Engineering & Research,Ercoupe 415,No,1.0,Reciprocating,091,,Flight Test,MALLARD WILLIAM C,0,0,0,2,VMC,Unknown,"The pilot's loss of airplane control, which resulted in a hard landing.",25-09-2020,0
20150826X31747,Accident,ERA15FA325,2015-08-26,"Titusville, FL",United States,283129N,0804542W,TIX,SPACE COAST RGNL,Fatal,Destroyed,Airplane,N90PS,Cessna,310R,No,2.0,Reciprocating,091,,Personal,,1,0,0,0,IMC,Unknown,"The pilot's continued flight into known convective weather conditions, which resulted in the airplane's encounter with thunderstorms and the pilot's subsequent loss of airplane control during a missed approach. Contributing to the accident was the failure of the approach controllers and the tower controllers to provide timely and accurate weather information to the pilot.",25-09-2020,1
20150827X25640,Accident,GAA15CA239,2015-08-26,"Susanville, CA",United States,402234N,1203418W,SVE,SUSANVILLE MUNI,Fatal,Substantial,Airplane,N1417X,Piper,PA 28-180,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's failure to maintain airspeed control during the landing in gusty wind conditions, resulting in an abnormal runway contact, and collision with terrain.",25-09-2020,0
20150827X40252,Accident,CEN15LA384,2015-08-26,"Pine Bluff, AR",United States,341156N,0092013W,,,Fatal,Substantial,Airplane,N3026R,Air Tractor,AT 602,No,,,137,,Aerial Application,FARM BROTHERS FLYERS A LLC,0,0,1,0,VMC,Unknown,The pilots failure to maintain clearance from terrain during an aerial application flight. ,,1
20150827X54528,Accident,ERA15CA329,2015-08-26,"Lancaster, NY",United States,425519N,0783643W,BQR,BUFFALO-LANCASTER RGNL,Fatal,Substantial,Airplane,N1516D,Cessna,195,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's excessive application of brake pressure, which resulted in the airplane nosing over.",25-09-2020,0
20150827X63051,Accident,GAA15CA240,2015-08-26,"DeFuniak Springs, FL",United States,304358N,0008693W,54J,DEFUNIAK SPRINGS,Fatal,Substantial,Airplane,N7215W,Piper,PA 28-180,No,1.0,Reciprocating,091,,Personal,SOUTHERN MEDIA PARTNERS LLC,0,0,0,1,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion, and collision with a ditch.",25-09-2020,0
20150901X15701,Accident,CEN15WA393,2015-08-26,"Helsinki, Finland",Finland,,,EFHK,Helsinki-Vantaa,Fatal,Substantial,Airplane,OH-BEX,Beech,C90,No,2.0,,NUSC,NSCH,,Scanwings Oy,0,0,0,2,UNK,Unknown,,25-09-2020,0
20150904X84033,Accident,CEN15LA399,2015-08-26,"Hancock, WI",United States,044554N,0893529W,,,Fatal,Destroyed,Airplane,N2005C,Aviat,620B,No,1.0,Reciprocating,137,,Aerial Application,"Agricair Flying Service, Inc",1,0,0,0,VMC,Unknown,"The in-flight failure of the left wing lower forward attach point under normal loading conditions due to corrosion and fatigue cracking in the center section hinge brackets. Contributing to the accident was the operator's inadequate maintenance and overweight operation of the airplane, and the manufacturer's inadequate guidance to detect and prevent corrosion and fatigue cracking.",25-09-2020,1
20150909X64509,Accident,ERA15WA347,2015-08-26,"Lib Mandy, Peru",Peru,001282N,0765516E,,,Fatal,Destroyed,Airplane,OB-1616,Cessna,TU206B,No,,,,,,TRAVEL AIR SAC,3,0,0,0,UNK,Unknown,,,3
20150827X03425,Accident,ERA15FA326,2015-08-27,"Houlton, ME",United States,004663N,0674816W,HUL,HOULTON INTL,Fatal,Destroyed,Airplane,N553MD,Piper,PA44,No,2.0,Reciprocating,091,,Business,GROWL INC,1,0,0,0,IMC,Unknown,"The pilot's descent below the published minimum descent altitude in night instrument meteorological conditions without visual contact with the runway environment, which resulted in a collision with trees and terrain short of the runway. Contributing to the accident were the pilot's acute fatigue and his decision to attempt an instrument approach procedure that was not authorized at night.",25-09-2020,1
20150827X65830,Accident,WPR15FA250,2015-08-27,"Llano, CA",United States,342859N,0117509W,46CN,CRYSTAL,Fatal,Substantial,Airplane,N4369Y,Piper,PA 25,No,1.0,Reciprocating,091,,Glider Tow,SOUTHERN CALIFORNIA SOARING ACADEMY INC,1,0,0,0,VMC,Unknown,The pilot's loss of airplane control during the landing approach due to an incapacitating medical event.,25-09-2020,1
20150827X82014,Incident,CEN15IA385,2015-08-27,"Joliet, IL",United States,413440N,0881023W,,,Fatal,Minor,Airplane,N900AM,Piper,PA-23-250,No,2.0,Reciprocating,091,,Positioning,AERIAL IMAGING INC,0,0,0,1,VMC,Unknown,A bird strike.,25-09-2020,0
20150828X45040,Incident,WPR15IA252,2015-08-27,"Scottsdale, AZ",United States,333722N,1115438W,SDL,Scottsdale,Fatal,Minor,Airplane,N915TD,Cirrus,SR22,No,1.0,Reciprocating,091,,Instructional,,0,0,0,3,VMC,Unknown,The failure of the nose landing gear due to unanticipated fatigue loads.,25-09-2020,0
20150831X71921,Accident,CEN15LA389,2015-08-27,"Monroe, NE",United States,413049N,0973849W,,,Fatal,Substantial,Airplane,N61267,Air Tractor,AT 502B,No,1.0,Turbo Prop,137,,Aerial Application,RED WILLOW AVIATION SPRAYING INC,0,1,0,0,VMC,Unknown,"Loss of propeller thrust for reasons that could not be determined, since examination of the airplane's engine, propeller, and associated accessories revealed no anomalies.",25-09-2020,1
20150910X82309,Accident,GAA15CA255,2015-08-27,"Irwin, ID",United States,432348N,1111754W,,,Fatal,Substantial,Airplane,N63BW,Aviat,A-1C-200,No,1.0,Reciprocating,091,,Personal,KEVIN BLOXHAM PREMIER CONSTRUCTION SUPPLY INC,0,0,0,2,VMC,Unknown,"The pilot's failure to maintain obstacle clearance during low level flight, which resulted in the airplane striking a wire, impacting water, and nosing over.",25-09-2020,0
20170407X95634,Accident,CEN15WA457,2015-08-27,"Vicovu de Sus, Romania",Romania,004700N,0002500E,,,Fatal,Unknown,Airplane,YR-RAG,Cessna,340A,No,2.0,,,,,,0,0,0,2,UNK,Unknown,,25-09-2020,0
20150827X11718,Accident,WPR15LA251,2015-08-28,"San Carlos, CA",United States,373043N,1221458W,SQL,SAN CARLOS,Fatal,Substantial,Airplane,N919E,Dova Aircraft,DV-1,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,A partial loss of engine power due to fuel vapor lock. Contributing to the accident was the absence of a fuel return line.,25-09-2020,0
20150827X13623,Accident,ERA15FA330,2015-08-28,"Alabaster, AL",United States,033101N,0864641W,EET,SHELBY COUNTY,Fatal,Substantial,Airplane,N1116C,Cirrus,SR22,No,1.0,Reciprocating,091,,Personal,HARD TIMES LLC,1,0,0,0,VMC,Unknown,An in-flight loss of airplane control for reasons that could not be determined because postaccident examination of the airframe and engine revealed no preimpact mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,1
20150831X30510,Accident,WPR15LA253,2015-08-28,"Las Vegas, NV",United States,036558N,0115945W,LAS,McCarran International,Fatal,Substantial,Airplane,N959MC,Beech,C90,No,2.0,Turbo Prop,091,,Business,,0,0,0,5,VMC,Unknown,"The jet flight crew's use of an inappropriate checklist to resolve a parking brake hydraulic system pressure anomaly, which resulted in the airplane rolling down a slight incline and colliding with the parked twin-engine turboprop airplane. Contributing to the accident was the defective parking brake check valve.
",25-09-2020,0
20150831X33537,Accident,ERA15LA333,2015-08-28,"Fayetteville, TN",United States,035822N,0864056W,,,Fatal,Substantial,Airplane,N891PC,Beech,E 90,No,2.0,Turbo Prop,091,,Personal,CHOPAIRE LLC,0,0,0,1,VMC,Unknown,"A total loss of electrical power for reasons that could not be determined and the pilot's subsequent failure to properly follow the manual landing gear extension procedures, which resulted in the landing gear not extending.",25-09-2020,0
20150908X65521,Accident,GAA15CA250,2015-08-28,"Welsh, LA",United States,301433N,0924955W,6R1,WELSH,Fatal,Substantial,Airplane,N8761H,Grumman American Avn. Corp.,G 164A,No,1.0,Reciprocating,091,,Personal,Gulf Coast Air,0,0,0,1,VMC,Unknown,"The pilot's failure to maintain directional control during landing, which resulted in a runway excursion and a ground loop.",25-09-2020,0
20150831X61356,Accident,GAA15CA242,2015-08-29,"MIDLOTHIAN, TX",United States,322732N,0965445W,JWY,MID-WAY RGNL,Fatal,Substantial,Airplane,N5255G,Cessna,305A,No,1.0,Reciprocating,091,,Glider Tow,SETIAN PETER,0,0,0,1,VMC,Unknown,"The failure of the brake line tubing for the right main landing gear brake, due to a non-standard method used to secure the brake line, which resulted in a loss of control during landing, and a ground loop.",25-09-2020,0
20150902X33755,Accident,ERA15LA334,2015-08-29,"Dexter, ME",United States,004502N,0691433W,1B0,Dexter Regional,Fatal,Substantial,Airplane,N2013G,Beech,B19,No,1.0,Reciprocating,091,,Instructional,,0,0,1,1,VMC,Unknown,"The flight instructors inadequate preflight planning, which resulted in collision with trees and terrain during takeoff.",25-09-2020,1
20150830X20542,Accident,CEN15FA388,2015-08-30,"Kewanee, IL",United States,411424N,0895516W,,,Fatal,Substantial,Airplane,N765CD,Cirrus,SR22,No,1.0,Reciprocating,091,,Personal,,2,0,1,0,IMC,Unknown,The pilot's loss of control due to spatial disorientation shortly after takeoff into low instrument meteorological conditions.,25-09-2020,3
20150901X02521,Accident,GAA15CA243,2015-08-30,"New Enterprise, PA",United States,401259N,0078265W,,,Fatal,Substantial,Airplane,N8404X,Cessna,172,No,1.0,Reciprocating,091,,Personal,HOUSEL LLC,0,0,0,2,VMC,Unknown,"The pilot's exceedance of the critical angle of attack during takeoff, which resulted in an aerodynamic stall and impact with terrain.",25-09-2020,0
20150901X21924,Accident,ANC15CA068,2015-08-30,"Skwentna, AK",United States,062261N,1512454W,PVT,Chelatna Lake Strip,Fatal,Substantial,Airplane,N59180,Cessna,180B,No,1.0,Reciprocating,091,,Positioning,Above Alaska Aviation,0,0,0,1,VMC,Unknown,"The pilot's excessive use of brakes during the landing roll, which resulted in a nose over.",25-09-2020,0
20150902X61853,Accident,GAA15CA246,2015-08-30,"New Milford, CT",United States,041348N,0732744W,11N,CANDLELIGHT FARMS,Fatal,Substantial,Airplane,N112RP,Cessna,170A,No,1.0,Reciprocating,091,,Personal,Mountain Aviation LLC,0,0,0,3,VMC,Unknown,The pilot's loss of directional control during the landing roll which resulted in a runway excursion and impact with terrain.,25-09-2020,0
20150924X63632,Accident,ERA15WA371,2015-08-30,"Sao Felix do Xingu, Brazil",Brazil,007225S,0522214W,,,Fatal,Substantial,Airplane,PT-EPD,Embraer,EMB721,No,,,NUSN,,Unknown,,2,0,0,0,UNK,Unknown,,25-09-2020,2
20151130X13500,Accident,CEN15WA448,2015-08-30,"Friesach, Austria",Austria,465543N,0014260E,LOKH,Hirt,Fatal,Destroyed,Airplane,D-EZZT,Pitts,S2,No,1.0,Reciprocating,,,,,1,0,0,0,UNK,Unknown,,25-09-2020,1
20150901X92332,Accident,CEN15LA392,2015-08-31,"Houston, TX",United States,294834N,0095408W,IWS,WEST HOUSTON,Fatal,Substantial,Airplane,N452CS,Cessna,T240,No,,Reciprocating,091,,Instructional,West Houston Airport,0,0,0,2,VMC,Unknown,"The total loss of engine power due to fuel starvation, which resulted from the pilots inadequate fuel management and the flight instructors failure to verify the fuel level and fuel selector position in flight.",25-09-2020,0
20150914X84859,Accident,CEN15WA408,2015-08-31,"Cannes, France",France,433158N,0065714E,,,Fatal,Destroyed,Airplane,D-ESPE,Piper Aircraft Corporation,PA-46-350P,No,1.0,,,,,Not Provided by Authority,0,2,0,0,UNK,Unknown,,25-09-2020,2
20150924X70917,Accident,ERA15LA372,2015-08-31,"Miami, FL",United States,253851N,0080260W,TMB,MIAMI EXECUTIVE,Fatal,Substantial,Airplane,N186AZ,Cessna,A185F,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilots improper landing flare, which resulted in a hard landing and separation of the left main landing gear wheel from its strut.",25-09-2020,0
20160225X95002,Incident,CEN15RA452,2015-08-31,"Bergen, Norway",Norway,,,,,Fatal,Unknown,Airplane,LN-BGQ,Piper,PA28,No,,,,,,Bergen Aeroclub,0,0,0,1,UNK,Unknown,,26-05-2021,0
20150903X53128,Accident,DCA15WA181,2015-09-01,"Thangool, Australia",Australia,,,,,Fatal,Substantial,Airplane,VH-HPE,Swearingen,SA227,No,,,,,,,0,0,0,1,UNK,Unknown,,25-09-2020,0
20150902X73001,Accident,WPR15LA255,2015-09-02,"Jerome, ID",United States,424318N,1142621W,JER,JEROME COUNTY,Fatal,Destroyed,Airplane,N4BM,Extra Flugzeugbau Gmbh,EA 300/L,No,1.0,Reciprocating,091,,Personal,,0,0,1,0,VMC,Unknown,The pilot's failure to maintain clearance from terrain while conducting a low-altitude aerobatic maneuver.,25-09-2020,1
20150904X10501,Accident,ANC15LA069,2015-09-02,"North Pole, AK",United States,644918N,1473118W,AK22,Lakleoy Air Park,Fatal,Substantial,Airplane,N7494R,Piper,PA 28-140,No,1.0,Reciprocating,091,,Personal,LUIS M. JARA,0,1,0,1,VMC,Unknown,"The student pilots loss of directional control during landing with a tailwind, which resulted in a runway excursion and collision with trees. ",25-09-2020,1
20150903X33216,Accident,WPR15FA256,2015-09-03,"Santee, CA",United States,324946N,1165919W,SEE,GILLESPIE FIELD,Fatal,Substantial,Airplane,N8441B,Piper,PA28,No,1.0,Reciprocating,091,,Instructional,,2,0,0,0,VMC,Unknown,"The pilots' failure to maintain airplane control following a partial loss of engine power after takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the partial loss of engine power due to a failure of the right magneto.",25-09-2020,2
20150903X34535,Accident,ERA15LA338,2015-09-03,"Cresskill, NJ",United States,040569N,0735731W,,,Fatal,Destroyed,Airplane,N758DK,Cessna,R172,No,1.0,Reciprocating,PUBU,,Aerial Observation,USCG Auxiliary,0,0,2,0,VMC,Unknown,"Maintenance personnels failure to apply proper torque to the cylinder flange nuts and through bolts during installation of the engine cylinders, which resulted in the loosening of the components, loss of lubrication, failure of the crankshaft, and the subsequent total loss of engine power.",25-09-2020,2
20151217X50308,Accident,ANC15CA075,2015-09-03,"Arctic Village, AK",United States,006800N,1443112W,,,Fatal,Substantial,Airplane,N55WE,De Havilland,BEAVER DHC 2 MK.1,No,1.0,Reciprocating,091,,Business,KRUSE JEFF,0,0,0,1,VMC,Unknown,"The pilot's selection of an unsuitable, off-airport site, which resulted in a nose over.",25-09-2020,0
20160308X35654,Accident,GAA15CA301,2015-09-03,"Rose Hill, KS",United States,373359N,0971030W,K50,COOK AIRFIELD,Fatal,Substantial,Airplane,N3417R,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilot's improper pitch control during the landing flare, which resulted in a porpoise and subsequent hard landing.",25-09-2020,0
20150907X52038,Accident,ERA15LA341,2015-09-04,"Russell Springs, KY",United States,037035N,0085610W,K24,RUSSELL COUNTY,Fatal,Substantial,Airplane,N8162S,Piper,PA 28RT-201,No,1.0,Reciprocating,091,,Personal,,0,1,0,0,VMC,Unknown,"Maintenance personnels inadequate fuel injection servo maintenance due to an out-of-date AD list, which resulted in the fuel injection servo plug backing out of the threaded plug hole on the regulator cover of the fuel injection servo and subsequent total loss of engine power.",03-12-2020,1
20150908X00229,Accident,GAA15CA251,2015-09-04,"Fort Pierre, SD",United States,442236N,1003753W,,,Fatal,Substantial,Airplane,N321DA,Air Tractor,AT 402A,No,1.0,Turbo Prop,137,,Aerial Application,Randy A. Yost / Barbara J. Yost,0,1,0,0,VMC,Unknown,"The pilot's failure to maintain obstacle clearance, which resulted in the airplane striking guy-wires during aerial application operations.",25-09-2020,1
20150908X10035,Accident,CEN15WA401,2015-09-04,"Brackley, United Kingdom",United Kingdom,052154N,0011236W,,,Fatal,Substantial,Airplane,G-ATKF,Cessna,150F,No,,,,,,,1,0,0,0,UNK,Unknown,,25-09-2020,1
20150915X93727,Accident,ERA15LA357,2015-09-04,"Wilmington, NC",United States,034163N,0775414W,ILM,WILMINGTON INTL,Fatal,Substantial,Airplane,N789WF,Beech,V35B,No,1.0,Reciprocating,091,,Personal,WESTERN FLYING CLUB INC,0,1,0,3,VMC,Unknown,"The pilot's improper loading of the airplane, which resulted in a sudden pitch up during the attempted takeoff, the pilots subsequent loss of directional control, and an aerodynamic stall.",25-09-2020,1
20150921X31350,Accident,DCA15WA188,2015-09-05,"Tambacounda, Singapore",Singapore,046256N,0134010W,,,Fatal,Minor,Airplane,3C-LLY,Boeing,737,No,2.0,,NUSC,,,,7,0,0,112,UNK,Unknown,,25-09-2020,7
20150907X53155,Accident,ERA15LA342,2015-09-05,"Miami, FL",United States,253848N,0803339W,TMB,Miami Executive,Fatal,Substantial,Airplane,N6141Q,Cessna,152,No,1.0,Reciprocating,091,,Personal,Dean International Inc.,0,0,0,2,VMC,Unknown,"The pilot's improper preflight fuel planning and in-flight fuel management, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,0
20150908X84919,Accident,CEN15FA400,2015-09-05,"Silverton, CO",United States,374543N,1075044W,,,Fatal,Destroyed,Airplane,N1099Q,Cessna,310H,No,2.0,Reciprocating,091,,Personal,Pilot,4,0,0,0,IMC,Unknown,"The noninstrument-rated pilot's improper judgment and his failure to maintain situational awareness, which resulted in the flight's encounter with instrument meteorological conditions and controlled flight into terrain during cruise flight.",25-09-2020,4
20150909X52721,Accident,CEN15LA404,2015-09-05,"Midland, TX",United States,315429N,0102123W,MAF,MIDLAND INTL,Fatal,Substantial,Airplane,N4707S,Cessna,TR182,No,,Reciprocating,091,,Personal,,1,3,0,0,VMC,Unknown,"The partial loss of engine power for reasons that could not be determined based on the available evidence.

",25-09-2020,4
20150922X14845,Accident,CEN15LA417,2015-09-05,"Pekin, IN",United States,382830N,0855950W,IN43,Spring Lake,Fatal,Substantial,Airplane,N67296,Grumman American Avn. Corp.,AA 5,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's loss of directional control during the landing roll due to contact with a corn crop that extended into the runway area. Contributing to the accident were the lack of accurate available information to the pilot regarding the runway condition, the pilot's failure to observe the intervening corn crop during the prelanding aerial fly-over, and his decision to land on a runway with a limited safety margin.",25-09-2020,0
20150907X63755,Accident,ERA15LA343,2015-09-06,"Louisburg, NC",United States,003655N,0782219W,00NC,NORTH RALEIGH,Fatal,Substantial,Airplane,N181CS,De Havilland,DHC-6,No,2.0,Turbo Prop,091,,Aerial Observation,Rampart Aviation,0,1,1,1,VMC,Unknown,"The propellers movement to the beta position during landing for reasons that could not be determined during postaccident examination and testing, which resulted in an attempted go-around and subsequent loss of airplane control.",25-09-2020,2
20150916X53710,Accident,GAA15CA259,2015-09-06,"Soda Springs, ID",United States,423837N,1113454W,U78,ALLEN H TIGERT,Fatal,Substantial,Airplane,N732DW,Cessna,T210L,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's failure to extend the landing gear prior to landing, which resulted in substantial damage to the fuselage during landing.",25-09-2020,0
20150907X41113,Accident,WPR15FA258,2015-09-07,"Creswell, OR",United States,043566N,0123032W,77S,Hobby Field Airport,Fatal,Destroyed,Airplane,N4948E,Silvaire,LUSCOMBE 8A,No,1.0,Reciprocating,091,,Personal,,2,0,0,0,VMC,Unknown,"The pilot's decision to return to the runway shortly after takeoff, and his failure to maintain adequate airspeed during the turn, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall and spin.",25-09-2020,2
20150907X44940,Accident,ERA15FA340,2015-09-07,"Kernersville, NC",United States,036125N,0008045W,GSO,PIEDMONT TRIAD INTL,Fatal,Destroyed,Airplane,N36HT,Beech,A36,No,1.0,Reciprocating,091,,Personal,,3,0,0,0,IMC,Unknown,"The pilot's loss of airplane control due to spatial disorientation, which resulted in an aerodynamic stall/spin. Contributing to the accident was deficient Federal Aviation Administration air traffic control training on recognition and handling of emergencies, which led to incorrect controller actions that likely aggravated the pilot's spatial disorientation.",25-09-2020,3
20150909X92914,Accident,ERA15LA345,2015-09-07,"Atmore, AL",United States,031058N,0872648W,,,Fatal,Substantial,Airplane,N44903,Piper,PA 28R-201T,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"A total loss of engine power due to oil starvation caused by insufficiently torqued cylinder through bolt nuts, which caused bearings to shift and led to the subsequent failure of the No. 3 connecting rod.",25-09-2020,0
